province,city,district,lng,lat,level
北京市,,,116.405285,39.904989,province
北京市,北京市,东城区,116.418757,39.917544,district
北京市,北京市,西城区,116.366794,39.915309,district
北京市,北京市,朝阳区,116.486409,39.921489,district
北京市,北京市,丰台区,116.286968,39.863642,district
北京市,北京市,石景山区,116.195445,39.914601,district
北京市,北京市,海淀区,116.310316,39.956074,district
北京市,北京市,门头沟区,116.105381,39.937183,district
北京市,北京市,房山区,116.139157,39.735535,district
北京市,北京市,通州区,116.658603,39.902486,district
北京市,北京市,顺义区,116.653525,40.128936,district
北京市,北京市,昌平区,116.235906,40.218085,district
北京市,北京市,大兴区,116.338033,39.728908,district
北京市,北京市,怀柔区,116.637122,40.324272,district
北京市,北京市,平谷区,117.112335,40.144783,district
北京市,北京市,密云区,116.843352,40.377362,district
北京市,北京市,延庆区,115.985006,40.465325,district
天津市,,,117.190182,39.125596,province
天津市,天津市,和平区,117.195907,39.118327,district
天津市,天津市,河东区,117.226568,39.122125,district
天津市,天津市,河西区,117.217536,39.101897,district
天津市,天津市,南开区,117.164143,39.120474,district
天津市,天津市,河北区,117.201569,39.156632,district
天津市,天津市,红桥区,117.163301,39.175066,district
天津市,天津市,东丽区,117.313967,39.087764,district
天津市,天津市,西青区,117.012247,39.139446,district
天津市,天津市,津南区,117.382549,38.989577,district
天津市,天津市,北辰区,117.13482,39.225555,district
天津市,天津市,武清区,117.057959,39.376925,district
天津市,天津市,宝坻区,117.308094,39.716965,district
天津市,天津市,滨海新区,117.654173,39.032846,district
天津市,天津市,宁河区,117.82828,39.328886,district
天津市,天津市,静海区,116.925304,38.935671,district
天津市,天津市,蓟州区,117.407449,40.045342,district
河北省,,,114.502461,38.045474,province
河北省,石家庄市,,114.502461,38.045474,city
河北省,石家庄市,长安区,114.548151,38.047501,district
河北省,石家庄市,桥西区,114.462931,38.028383,district
河北省,石家庄市,新华区,114.465974,38.067142,district
河北省,石家庄市,井陉矿区,114.058178,38.069748,district
河北省,石家庄市,裕华区,114.533257,38.027696,district
河北省,石家庄市,藁城区,114.849647,38.033767,district
河北省,石家庄市,鹿泉区,114.321023,38.093994,district
河北省,石家庄市,栾城区,114.654281,37.886911,district
河北省,石家庄市,井陉县,114.144488,38.033614,district
河北省,石家庄市,正定县,114.569887,38.147835,district
河北省,石家庄市,行唐县,114.552734,38.437422,district
河北省,石家庄市,灵寿县,114.37946,38.306546,district
河北省,石家庄市,高邑县,114.610699,37.605714,district
河北省,石家庄市,深泽县,115.200207,38.18454,district
河北省,石家庄市,赞皇县,114.387756,37.660199,district
河北省,石家庄市,无极县,114.977845,38.176376,district
河北省,石家庄市,平山县,114.184144,38.259311,district
河北省,石家庄市,元氏县,114.52618,37.762514,district
河北省,石家庄市,赵县,114.775362,37.754341,district
河北省,石家庄市,辛集市,115.217451,37.92904,district
河北省,石家庄市,晋州市,115.044886,38.027478,district
河北省,石家庄市,新乐市,114.68578,38.344768,district
河北省,唐山市,,118.175393,39.635113,city
河北省,唐山市,路南区,118.210821,39.615162,district
河北省,唐山市,路北区,118.174736,39.628538,district
河北省,唐山市,古冶区,118.45429,39.715736,district
河北省,唐山市,开平区,118.264425,39.676171,district
河北省,唐山市,丰南区,118.110793,39.56303,district
河北省,唐山市,丰润区,118.155779,39.831363,district
河北省,唐山市,曹妃甸区,118.446585,39.278277,district
河北省,唐山市,滦南县,118.681552,39.506201,district
河北省,唐山市,乐亭县,118.905341,39.42813,district
河北省,唐山市,迁西县,118.305139,40.146238,district
河北省,唐山市,玉田县,117.753665,39.887323,district
河北省,唐山市,遵化市,117.965875,40.188616,district
河北省,唐山市,迁安市,118.701933,40.012108,district
河北省,唐山市,滦州市,118.699546,39.74485,district
河北省,秦皇岛市,,119.586579,39.942531,city
河北省,秦皇岛市,海港区,119.596224,39.943458,district
河北省,秦皇岛市,山海关区,119.753591,39.998023,district
河北省,秦皇岛市,北戴河区,119.486286,39.825121,district
河北省,秦皇岛市,抚宁区,119.240651,39.887053,district
河北省,秦皇岛市,青龙满族自治县,118.954555,40.406023,district
河北省,秦皇岛市,昌黎县,119.164541,39.709729,district
河北省,秦皇岛市,卢龙县,118.881809,39.891639,district
河北省,邯郸市,,114.490686,36.612273,city
河北省,邯郸市,邯山区,114.484989,36.603196,district
河北省,邯郸市,丛台区,114.494703,36.611082,district
河北省,邯郸市,复兴区,114.458242,36.615484,district
河北省,邯郸市,峰峰矿区,114.209936,36.420487,district
河北省,邯郸市,肥乡区,114.805154,36.555778,district
河北省,邯郸市,永年区,114.496162,36.776413,district
河北省,邯郸市,临漳县,114.610703,36.337604,district
河北省,邯郸市,成安县,114.680356,36.443832,district
河北省,邯郸市,大名县,115.152586,36.283316,district
河北省,邯郸市,涉县,113.673297,36.563143,district
河北省,邯郸市,磁县,114.38208,36.367673,district
河北省,邯郸市,邱县,115.168584,36.81325,district
河北省,邯郸市,鸡泽县,114.878517,36.914908,district
河北省,邯郸市,广平县,114.950859,36.483603,district
河北省,邯郸市,馆陶县,115.289057,36.539461,district
河北省,邯郸市,魏县,114.93411,36.354248,district
河北省,邯郸市,曲周县,114.957588,36.773398,district
河北省,邯郸市,武安市,114.194581,36.696115,district
河北省,邢台市,,114.508851,37.0682,city
河北省,邢台市,襄都区,114.507131,37.064125,district
河北省,邢台市,信都区,114.473687,37.068009,district
河北省,邢台市,任泽区,114.684469,37.129952,district
河北省,邢台市,南和区,114.691377,37.003812,district
河北省,邢台市,临城县,114.506873,37.444009,district
河北省,邢台市,内丘县,114.511523,37.287663,district
河北省,邢台市,柏乡县,114.693382,37.483596,district
河北省,邢台市,隆尧县,114.776348,37.350925,district
河北省,邢台市,宁晋县,114.921027,37.618956,district
河北省,邢台市,巨鹿县,115.038782,37.21768,district
河北省,邢台市,新河县,115.247537,37.526216,district
河北省,邢台市,广宗县,115.142797,37.075548,district
河北省,邢台市,平乡县,115.029218,37.069404,district
河北省,邢台市,威县,115.272749,36.983272,district
河北省,邢台市,清河县,115.668999,37.059991,district
河北省,邢台市,临西县,115.498684,36.8642,district
河北省,邢台市,南宫市,115.398102,37.359668,district
河北省,邢台市,沙河市,114.504902,36.861903,district
河北省,保定市,,115.482331,38.867657,city
河北省,保定市,竞秀区,115.470659,38.88662,district
河北省,保定市,莲池区,115.500934,38.865005,district
河北省,保定市,满城区,115.32442,38.95138,district
河北省,保定市,清苑区,115.492221,38.771012,district
河北省,保定市,徐水区,115.64941,39.020395,district
河北省,保定市,涞水县,115.711985,39.393148,district
河北省,保定市,阜平县,114.198801,38.847276,district
河北省,保定市,定兴县,115.796895,39.266195,district
河北省,保定市,唐县,114.981241,38.748542,district
河北省,保定市,高阳县,115.778878,38.690092,district
河北省,保定市,容城县,115.866247,39.05282,district
河北省,保定市,涞源县,114.692567,39.35755,district
河北省,保定市,望都县,115.154009,38.707448,district
河北省,保定市,安新县,115.931979,38.929912,district
河北省,保定市,易县,115.501146,39.35297,district
河北省,保定市,曲阳县,114.704055,38.619992,district
河北省,保定市,蠡县,115.583631,38.496429,district
河北省,保定市,顺平县,115.132749,38.845127,district
河北省,保定市,博野县,115.461798,38.458271,district
河北省,保定市,雄县,116.107474,38.990819,district
河北省,保定市,涿州市,115.973409,39.485765,district
河北省,保定市,定州市,114.991389,38.517602,district
河北省,保定市,安国市,115.33141,38.421367,district
河北省,保定市,高碑店市,115.882704,39.327689,district
河北省,张家口市,,114.884091,40.811901,city
河北省,张家口市,桥东区,114.885658,40.813875,district
河北省,张家口市,桥西区,114.882127,40.824385,district
河北省,张家口市,宣化区,115.0632,40.609368,district
河北省,张家口市,下花园区,115.281002,40.488645,district
河北省,张家口市,万全区,114.736131,40.765136,district
河北省,张家口市,崇礼区,115.281652,40.971302,district
河北省,张家口市,张北县,114.715951,41.151713,district
河北省,张家口市,康保县,114.615809,41.850046,district
河北省,张家口市,沽源县,115.684836,41.667419,district
河北省,张家口市,尚义县,113.977713,41.080091,district
河北省,张家口市,蔚县,114.582695,39.837181,district
河北省,张家口市,阳原县,114.167343,40.113419,district
河北省,张家口市,怀安县,114.422364,40.671274,district
河北省,张家口市,怀来县,115.520846,40.405405,district
河北省,张家口市,涿鹿县,115.219246,40.378701,district
河北省,张家口市,赤城县,115.832708,40.912081,district
河北省,承德市,,117.939152,40.976204,city
河北省,承德市,双桥区,117.939152,40.976204,district
河北省,承德市,双滦区,117.797485,40.959756,district
河北省,承德市,鹰手营子矿区,117.661154,40.546956,district
河北省,承德市,承德县,118.172496,40.768637,district
河北省,承德市,兴隆县,117.507098,40.418525,district
河北省,承德市,滦平县,117.337124,40.936644,district
河北省,承德市,隆化县,117.736343,41.316667,district
河北省,承德市,丰宁满族自治县,116.65121,41.209903,district
河北省,承德市,宽城满族自治县,118.488642,40.607981,district
河北省,承德市,围场满族蒙古族自治县,117.764086,41.949404,district
河北省,承德市,平泉市,118.690238,41.00561,district
河北省,沧州市,,116.857461,38.310582,city
河北省,沧州市,新华区,116.873049,38.308273,district
河北省,沧州市,运河区,116.840063,38.307405,district
河北省,沧州市,沧县,117.007478,38.219856,district
河北省,沧州市,青县,116.838384,38.569646,district
河北省,沧州市,东光县,116.542062,37.88655,district
河北省,沧州市,海兴县,117.496606,38.141582,district
河北省,沧州市,盐山县,117.229814,38.056141,district
河北省,沧州市,肃宁县,115.835856,38.427102,district
河北省,沧州市,南皮县,116.709171,38.042439,district
河北省,沧州市,吴桥县,116.391512,37.628182,district
河北省,沧州市,献县,116.123844,38.189661,district
河北省,沧州市,孟村回族自治县,117.105104,38.057953,district
河北省,沧州市,泊头市,116.570163,38.073479,district
河北省,沧州市,任丘市,116.106764,38.706513,district
河北省,沧州市,黄骅市,117.343803,38.369238,district
河北省,沧州市,河间市,116.089452,38.44149,district
河北省,廊坊市,,116.704441,39.523927,city
河北省,廊坊市,安次区,116.694544,39.502569,district
河北省,廊坊市,广阳区,116.713708,39.521931,district
河北省,廊坊市,固安县,116.299894,39.436468,district
河北省,廊坊市,永清县,116.498089,39.319717,district
河北省,廊坊市,香河县,117.007161,39.757212,district
河北省,廊坊市,大城县,116.640735,38.699215,district
河北省,廊坊市,文安县,116.460107,38.866801,district
河北省,廊坊市,大厂回族自治县,116.986501,39.889266,district
河北省,廊坊市,霸州市,116.392021,39.117331,district
河北省,廊坊市,三河市,117.077018,39.982778,district
河北省,衡水市,,115.665993,37.735097,city
河北省,衡水市,桃城区,115.694945,37.732237,district
河北省,衡水市,冀州区,115.579173,37.542788,district
河北省,衡水市,枣强县,115.726499,37.511512,district
河北省,衡水市,武邑县,115.892415,37.803774,district
河北省,衡水市,武强县,115.970236,38.03698,district
河北省,衡水市,饶阳县,115.726577,38.232671,district
河北省,衡水市,安平县,115.519627,38.233511,district
河北省,衡水市,故城县,115.966747,37.350981,district
河北省,衡水市,景县,116.258446,37.686622,district
河北省,衡水市,阜城县,116.164727,37.869945,district
河北省,衡水市,深州市,115.554596,38.00347,district
山西省,,,112.549248,37.857014,province
山西省,太原市,,112.549248,37.857014,city
山西省,太原市,小店区,112.564273,37.817974,district
山西省,太原市,迎泽区,112.558851,37.855804,district
山西省,太原市,杏花岭区,112.560743,37.879291,district
山西省,太原市,尖草坪区,112.487122,37.939893,district
山西省,太原市,万柏林区,112.522258,37.862653,district
山西省,太原市,晋源区,112.477849,37.715619,district
山西省,太原市,清徐县,112.357961,37.60729,district
山西省,太原市,阳曲县,112.673818,38.058797,district
山西省,太原市,娄烦县,111.793798,38.066035,district
山西省,太原市,古交市,112.174353,37.908534,district
山西省,大同市,,113.295259,40.09031,city
山西省,大同市,新荣区,113.141044,40.258269,district
山西省,大同市,平城区,113.298027,40.075667,district
山西省,大同市,云冈区,113.149693,40.005405,district
山西省,大同市,云州区,113.61244,40.040295,district
山西省,大同市,阳高县,113.749871,40.364927,district
山西省,大同市,天镇县,114.09112,40.421336,district
山西省,大同市,广灵县,114.279252,39.763051,district
山西省,大同市,灵丘县,114.23576,39.438867,district
山西省,大同市,浑源县,113.698091,39.699099,district
山西省,大同市,左云县,112.70641,40.012873,district
山西省,阳泉市,,113.583285,37.861188,city
山西省,阳泉市,城区,113.586513,37.860938,district
山西省,阳泉市,矿区,113.559066,37.870085,district
山西省,阳泉市,郊区,113.58664,37.94096,district
山西省,阳泉市,平定县,113.631049,37.800289,district
山西省,阳泉市,盂县,113.41223,38.086131,district
山西省,长治市,,113.113556,36.191112,city
山西省,长治市,潞州区,113.114107,36.187895,district
山西省,长治市,上党区,113.056679,36.052438,district
山西省,长治市,屯留区,112.892741,36.314072,district
山西省,长治市,潞城区,113.223245,36.332232,district
山西省,长治市,襄垣县,113.050094,36.532854,district
山西省,长治市,平顺县,113.438791,36.200202,district
山西省,长治市,黎城县,113.387366,36.502971,district
山西省,长治市,壶关县,113.206138,36.110938,district
山西省,长治市,长子县,112.884656,36.119484,district
山西省,长治市,武乡县,112.8653,36.834315,district
山西省,长治市,沁县,112.70138,36.757123,district
山西省,长治市,沁源县,112.340878,36.500777,district
山西省,晋城市,,112.851274,35.497553,city
山西省,晋城市,城区,112.853106,35.496641,district
山西省,晋城市,沁水县,112.187213,35.689472,district
山西省,晋城市,阳城县,112.422014,35.482177,district
山西省,晋城市,陵川县,113.278877,35.775614,district
山西省,晋城市,泽州县,112.899137,35.617221,district
山西省,晋城市,高平市,112.930691,35.791355,district
山西省,朔州市,,112.433387,39.331261,city
山西省,朔州市,朔城区,112.428676,39.324525,district
山西省,朔州市,平鲁区,112.295227,39.515603,district
山西省,朔州市,山阴县,112.816396,39.52677,district
山西省,朔州市,应县,113.187505,39.559187,district
山西省,朔州市,右玉县,112.465588,39.988812,district
山西省,朔州市,怀仁市,113.100511,39.820789,district
山西省,晋中市,,112.736465,37.696495,city
山西省,晋中市,榆次区,112.740056,37.6976,district
山西省,晋中市,太谷区,112.554103,37.424595,district
山西省,晋中市,榆社县,112.973521,37.069019,district
山西省,晋中市,左权县,113.377834,37.079672,district
山西省,晋中市,和顺县,113.572919,37.327027,district
山西省,晋中市,昔阳县,113.706166,37.60437,district
山西省,晋中市,寿阳县,113.177708,37.891136,district
山西省,晋中市,祁县,112.330532,37.358739,district
山西省,晋中市,平遥县,112.174059,37.195474,district
山西省,晋中市,灵石县,111.772759,36.847469,district
山西省,晋中市,介休市,111.913857,37.027616,district
山西省,运城市,,111.003957,35.022778,city
山西省,运城市,盐湖区,111.000627,35.025643,district
山西省,运城市,临猗县,110.77493,35.141883,district
山西省,运城市,万荣县,110.843561,35.417042,district
山西省,运城市,闻喜县,111.220306,35.353839,district
山西省,运城市,稷山县,110.978996,35.600412,district
山西省,运城市,新绛县,111.225205,35.613697,district
山西省,运城市,绛县,111.576182,35.49045,district
山西省,运城市,垣曲县,111.67099,35.298293,district
山西省,运城市,夏县,111.223174,35.140441,district
山西省,运城市,平陆县,111.212377,34.837256,district
山西省,运城市,芮城县,110.69114,34.694769,district
山西省,运城市,永济市,110.447984,34.865125,district
山西省,运城市,河津市,110.710268,35.59715,district
山西省,忻州市,,112.733538,38.41769,city
山西省,忻州市,忻府区,112.734112,38.417743,district
山西省,忻州市,定襄县,112.963231,38.484948,district
山西省,忻州市,五台县,113.259012,38.725711,district
山西省,忻州市,代县,112.962519,39.065138,district
山西省,忻州市,繁峙县,113.267707,39.188104,district
山西省,忻州市,宁武县,112.307936,39.001718,district
山西省,忻州市,静乐县,111.940231,38.355947,district
山西省,忻州市,神池县,112.200438,39.088467,district
山西省,忻州市,五寨县,111.841015,38.912761,district
山西省,忻州市,岢岚县,111.56981,38.705625,district
山西省,忻州市,河曲县,111.146609,39.381895,district
山西省,忻州市,保德县,111.085688,39.022576,district
山西省,忻州市,偏关县,111.500477,39.442153,district
山西省,忻州市,原平市,112.713132,38.729186,district
山西省,临汾市,,111.517973,36.08415,city
山西省,临汾市,尧都区,111.522945,36.080366,district
山西省,临汾市,曲沃县,111.475529,35.641387,district
山西省,临汾市,翼城县,111.713508,35.738621,district
山西省,临汾市,襄汾县,111.442932,35.876139,district
山西省,临汾市,洪洞县,111.673692,36.255742,district
山西省,临汾市,古县,111.920207,36.26855,district
山西省,临汾市,安泽县,112.251372,36.146032,district
山西省,临汾市,浮山县,111.850039,35.971359,district
山西省,临汾市,吉县,110.682853,36.099355,district
山西省,临汾市,乡宁县,110.857365,35.975402,district
山西省,临汾市,大宁县,110.751283,36.46383,district
山西省,临汾市,隰县,110.935809,36.692675,district
山西省,临汾市,永和县,110.631276,36.760614,district
山西省,临汾市,蒲县,111.09733,36.411682,district
山西省,临汾市,汾西县,111.563021,36.653368,district
山西省,临汾市,侯马市,111.371272,35.620302,district
山西省,临汾市,霍州市,111.723103,36.57202,district
山西省,吕梁市,,111.134335,37.524366,city
山西省,吕梁市,离石区,111.134462,37.524037,district
山西省,吕梁市,文水县,112.032595,37.436314,district
山西省,吕梁市,交城县,112.159154,37.555155,district
山西省,吕梁市,兴县,111.124816,38.464136,district
山西省,吕梁市,临县,110.995963,37.960806,district
山西省,吕梁市,柳林县,110.89613,37.431664,district
山西省,吕梁市,石楼县,110.837119,36.999426,district
山西省,吕梁市,岚县,111.671555,38.278654,district
山西省,吕梁市,方山县,111.238885,37.892632,district
山西省,吕梁市,中阳县,111.193319,37.342054,district
山西省,吕梁市,交口县,111.183188,36.983068,district
山西省,吕梁市,孝义市,111.781568,37.144474,district
山西省,吕梁市,汾阳市,111.785273,37.267742,district
内蒙古自治区,,,111.670801,40.818311,province
内蒙古自治区,呼和浩特市,,111.670801,40.818311,city
内蒙古自治区,呼和浩特市,新城区,111.685964,40.826225,district
内蒙古自治区,呼和浩特市,回民区,111.662162,40.815149,district
内蒙古自治区,呼和浩特市,玉泉区,111.66543,40.799421,district
内蒙古自治区,呼和浩特市,赛罕区,111.698463,40.807834,district
内蒙古自治区,呼和浩特市,土默特左旗,111.133615,40.720416,district
内蒙古自治区,呼和浩特市,托克托县,111.197317,40.276729,district
内蒙古自治区,呼和浩特市,和林格尔县,111.824143,40.380288,district
内蒙古自治区,呼和浩特市,清水河县,111.67222,39.912479,district
内蒙古自治区,呼和浩特市,武川县,111.456563,41.094483,district
内蒙古自治区,包头市,,109.840405,40.658168,city
内蒙古自治区,包头市,东河区,110.026895,40.587056,district
内蒙古自治区,包头市,昆都仑区,109.822932,40.661345,district
内蒙古自治区,包头市,青山区,109.880049,40.668558,district
内蒙古自治区,包头市,石拐区,110.272565,40.672094,district
内蒙古自治区,包头市,白云鄂博矿区,109.97016,41.769246,district
内蒙古自治区,包头市,九原区,109.968122,40.600581,district
内蒙古自治区,包头市,土默特右旗,110.526766,40.566434,district
内蒙古自治区,包头市,固阳县,110.063421,41.030004,district
内蒙古自治区,包头市,达尔罕茂明安联合旗,110.438452,41.702836,district
内蒙古自治区,乌海市,,106.825563,39.673734,city
内蒙古自治区,乌海市,海勃湾区,106.817762,39.673527,district
内蒙古自治区,乌海市,海南区,106.884789,39.44153,district
内蒙古自治区,乌海市,乌达区,106.722711,39.502288,district
内蒙古自治区,赤峰市,,118.956806,42.275317,city
内蒙古自治区,赤峰市,红山区,118.961087,42.269732,district
内蒙古自治区,赤峰市,元宝山区,119.289877,42.041168,district
内蒙古自治区,赤峰市,松山区,118.938958,42.281046,district
内蒙古自治区,赤峰市,阿鲁科尔沁旗,120.094969,43.87877,district
内蒙古自治区,赤峰市,巴林左旗,119.391737,43.980715,district
内蒙古自治区,赤峰市,巴林右旗,118.678347,43.528963,district
内蒙古自治区,赤峰市,林西县,118.05775,43.605326,district
内蒙古自治区,赤峰市,克什克腾旗,117.542465,43.256233,district
内蒙古自治区,赤峰市,翁牛特旗,119.022619,42.937128,district
内蒙古自治区,赤峰市,喀喇沁旗,118.708572,41.92778,district
内蒙古自治区,赤峰市,宁城县,119.339242,41.598692,district
内蒙古自治区,赤峰市,敖汉旗,119.906486,42.287012,district
内蒙古自治区,通辽市,,122.263119,43.617429,city
内蒙古自治区,通辽市,科尔沁区,122.264042,43.617422,district
内蒙古自治区,通辽市,科尔沁左翼中旗,123.313873,44.127166,district
内蒙古自治区,通辽市,科尔沁左翼后旗,122.355155,42.954564,district
内蒙古自治区,通辽市,开鲁县,121.308797,43.602432,district
内蒙古自治区,通辽市,库伦旗,121.774886,42.734692,district
内蒙古自治区,通辽市,奈曼旗,120.662543,42.84685,district
内蒙古自治区,通辽市,扎鲁特旗,120.905275,44.555294,district
内蒙古自治区,通辽市,霍林郭勒市,119.657862,45.532361,district
内蒙古自治区,鄂尔多斯市,,109.99029,39.817179,city
内蒙古自治区,鄂尔多斯市,东胜区,109.98945,39.81788,district
内蒙古自治区,鄂尔多斯市,康巴什区,109.790076,39.607472,district
内蒙古自治区,鄂尔多斯市,达拉特旗,110.040281,40.404076,district
内蒙古自治区,鄂尔多斯市,准格尔旗,111.238332,39.865221,district
内蒙古自治区,鄂尔多斯市,鄂托克前旗,107.48172,38.183257,district
内蒙古自治区,鄂尔多斯市,鄂托克旗,107.982604,39.095752,district
内蒙古自治区,鄂尔多斯市,杭锦旗,108.736324,39.831789,district
内蒙古自治区,鄂尔多斯市,乌审旗,108.842454,38.596611,district
内蒙古自治区,鄂尔多斯市,伊金霍洛旗,109.787402,39.604312,district
内蒙古自治区,呼伦贝尔市,,119.758168,49.215333,city
内蒙古自治区,呼伦贝尔市,海拉尔区,119.764923,49.213889,district
内蒙古自治区,呼伦贝尔市,扎赉诺尔区,117.716373,49.456567,district
内蒙古自治区,呼伦贝尔市,阿荣旗,123.464615,48.130503,district
内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,124.507401,48.478385,district
内蒙古自治区,呼伦贝尔市,鄂伦春自治旗,123.725684,50.590177,district
内蒙古自治区,呼伦贝尔市,鄂温克族自治旗,119.754041,49.143293,district
内蒙古自治区,呼伦贝尔市,陈巴尔虎旗,119.437609,49.328422,district
内蒙古自治区,呼伦贝尔市,新巴尔虎左旗,118.267454,48.216571,district
内蒙古自治区,呼伦贝尔市,新巴尔虎右旗,116.825991,48.669134,district
内蒙古自治区,呼伦贝尔市,满洲里市,117.455561,49.590788,district
内蒙古自治区,呼伦贝尔市,牙克石市,120.729005,49.287024,district
内蒙古自治区,呼伦贝尔市,扎兰屯市,122.744401,48.007412,district
内蒙古自治区,呼伦贝尔市,额尔古纳市,120.178636,50.2439,district
内蒙古自治区,呼伦贝尔市,根河市,121.532724,50.780454,district
内蒙古自治区,巴彦淖尔市,,107.416959,40.757402,city
内蒙古自治区,巴彦淖尔市,临河区,107.417018,40.757092,district
内蒙古自治区,巴彦淖尔市,五原县,108.270658,41.097639,district
内蒙古自治区,巴彦淖尔市,磴口县,107.006056,40.330479,district
内蒙古自治区,巴彦淖尔市,乌拉特前旗,108.656816,40.725209,district
内蒙古自治区,巴彦淖尔市,乌拉特中旗,108.515255,41.57254,district
内蒙古自治区,巴彦淖尔市,乌拉特后旗,107.074941,41.084307,district
内蒙古自治区,巴彦淖尔市,杭锦后旗,107.147682,40.888797,district
内蒙古自治区,乌兰察布市,,113.114543,41.034126,city
内蒙古自治区,乌兰察布市,集宁区,113.116453,41.034134,district
内蒙古自治区,乌兰察布市,卓资县,112.577702,40.89576,district
内蒙古自治区,乌兰察布市,化德县,114.01008,41.899335,district
内蒙古自治区,乌兰察布市,商都县,113.560643,41.560163,district
内蒙古自治区,乌兰察布市,兴和县,113.834009,40.872437,district
内蒙古自治区,乌兰察布市,凉城县,112.500911,40.531627,district
内蒙古自治区,乌兰察布市,察哈尔右翼前旗,113.211958,40.786859,district
内蒙古自治区,乌兰察布市,察哈尔右翼中旗,112.633563,41.274212,district
内蒙古自治区,乌兰察布市,察哈尔右翼后旗,113.1906,41.447213,district
内蒙古自治区,乌兰察布市,四子王旗,111.70123,41.528114,district
内蒙古自治区,乌兰察布市,丰镇市,113.163462,40.437534,district
内蒙古自治区,兴安盟,,122.070317,46.076268,city
内蒙古自治区,兴安盟,乌兰浩特市,122.068975,46.077238,district
内蒙古自治区,兴安盟,阿尔山市,119.943656,47.177,district
内蒙古自治区,兴安盟,科尔沁右翼前旗,121.957544,46.076497,district
内蒙古自治区,兴安盟,科尔沁右翼中旗,121.472818,45.059645,district
内蒙古自治区,兴安盟,扎赉特旗,122.909332,46.725136,district
内蒙古自治区,兴安盟,突泉县,121.564856,45.380986,district
内蒙古自治区,锡林郭勒盟,,116.090996,43.944018,city
内蒙古自治区,锡林郭勒盟,二连浩特市,111.97981,43.652895,district
内蒙古自治区,锡林郭勒盟,锡林浩特市,116.091903,43.944301,district
内蒙古自治区,锡林郭勒盟,阿巴嘎旗,114.970618,44.022728,district
内蒙古自治区,锡林郭勒盟,苏尼特左旗,113.653412,43.854108,district
内蒙古自治区,锡林郭勒盟,苏尼特右旗,112.65539,42.746662,district
内蒙古自治区,锡林郭勒盟,东乌珠穆沁旗,116.980022,45.510307,district
内蒙古自治区,锡林郭勒盟,西乌珠穆沁旗,117.615249,44.586147,district
内蒙古自治区,锡林郭勒盟,太仆寺旗,115.28728,41.895199,district
内蒙古自治区,锡林郭勒盟,镶黄旗,113.843869,42.239229,district
内蒙古自治区,锡林郭勒盟,正镶白旗,115.031423,42.286807,district
内蒙古自治区,锡林郭勒盟,正蓝旗,116.003311,42.245895,district
内蒙古自治区,锡林郭勒盟,多伦县,116.477288,42.197962,district
内蒙古自治区,阿拉善盟,,105.706422,38.844814,city
内蒙古自治区,阿拉善盟,阿拉善左旗,105.70192,38.847241,district
内蒙古自治区,阿拉善盟,阿拉善右旗,101.671984,39.21159,district
内蒙古自治区,阿拉善盟,额济纳旗,101.06944,41.958813,district
辽宁省,,,123.429096,41.796767,province
辽宁省,沈阳市,,123.429096,41.796767,city
辽宁省,沈阳市,和平区,123.406664,41.788074,district
辽宁省,沈阳市,沈河区,123.445696,41.795591,district
辽宁省,沈阳市,大东区,123.469956,41.808503,district
辽宁省,沈阳市,皇姑区,123.405677,41.822336,district
辽宁省,沈阳市,铁西区,123.350664,41.787808,district
辽宁省,沈阳市,苏家屯区,123.341604,41.665904,district
辽宁省,沈阳市,浑南区,123.458981,41.741946,district
辽宁省,沈阳市,沈北新区,123.521471,42.052312,district
辽宁省,沈阳市,于洪区,123.310829,41.795833,district
辽宁省,沈阳市,辽中区,122.731269,41.512725,district
辽宁省,沈阳市,康平县,123.352703,42.741533,district
辽宁省,沈阳市,法库县,123.416722,42.507045,district
辽宁省,沈阳市,新民市,122.828868,41.996508,district
辽宁省,大连市,,121.618622,38.91459,city
辽宁省,大连市,中山区,121.64376,38.921553,district
辽宁省,大连市,西岗区,121.616112,38.914266,district
辽宁省,大连市,沙河口区,121.593702,38.912859,district
辽宁省,大连市,甘井子区,121.582614,38.975148,district
辽宁省,大连市,旅顺口区,121.26713,38.812043,district
辽宁省,大连市,金州区,121.789413,39.052745,district
辽宁省,大连市,普兰店区,121.9705,39.401555,district
辽宁省,大连市,长海县,122.587824,39.272399,district
辽宁省,大连市,瓦房店市,122.002656,39.63065,district
辽宁省,大连市,庄河市,122.970612,39.69829,district
辽宁省,鞍山市,,122.995632,41.110626,city
辽宁省,鞍山市,铁东区,122.994475,41.110344,district
辽宁省,鞍山市,铁西区,122.971834,41.11069,district
辽宁省,鞍山市,立山区,123.024806,41.150622,district
辽宁省,鞍山市,千山区,122.949298,41.068909,district
辽宁省,鞍山市,台安县,122.429736,41.38686,district
辽宁省,鞍山市,岫岩满族自治县,123.28833,40.281509,district
辽宁省,鞍山市,海城市,122.752199,40.852533,district
辽宁省,抚顺市,,123.921109,41.875956,city
辽宁省,抚顺市,新抚区,123.902858,41.86082,district
辽宁省,抚顺市,东洲区,124.047219,41.866829,district
辽宁省,抚顺市,望花区,123.801509,41.851803,district
辽宁省,抚顺市,顺城区,123.917165,41.881132,district
辽宁省,抚顺市,抚顺县,124.097979,41.922644,district
